RawPhenotypeNames,TissueWODate,AC148152.3_FG001,AC148152.3_FG005,AC148152.3_FG008
NC324,GRoot,9.12861,20.4307,0
NC324,L3Base,1.85901,0.46475,6.50653
NC324,L3Tip,1.14748,1.72121,61.38998
NC324,Kern,0,0,0
NC326,LMAN,0,0,40.44507
NC326,LMAD,0,0,99.17491
NC326,GShoot,0,4.02747,3.2952
NC326,GRoot,0,53.83687,0
NC326,L3Base,0,0,7.82642
NC326,L3Tip,0,4.47872,192.58485
NC326,Kern,0,0,0
NC328,LMAN,0,0,63.24768
NC328,LMAD,0,0,155.02543
NC328,GShoot,0,1.39291,4.8752
NC328,GRoot,0.33818,56.13835,0
NC328,L3Base,0,0.42252,4.2252
NC328,L3Tip,0,0,134.35397
NC328,Kern,0,0,0
NC33,LMAD,0,0,74.43581
NC33,LMAN,0,0,32.88097
NC33,GShoot,0,126.08682,1.53142
NC33,GRoot,5.15466,7.53374,0
NC33,L3Base,0,0.42951,7.7312
NC33,L3Tip,0,2.94036,82.82008
NC33,Kern,0,0,0
NC336,LMAD,0,0,51.37835
NC336,LMAN,0,0,17.53127
NC336,GShoot,0.53298,227.58208,3.99734
NC336,GRoot,0.61742,8.64394,0.61742
NC336,L3Base,0,3.52933,31.17571
NC336,L3Tip,0,0,118.50657
NC336,Kern,0,0,0
NC338,LMAD,0,0,91.9853
NC338,LMAN,0,0,19.03177
NC338,GShoot,0,193.59085,4.98517
NC338,GRoot,0.82401,24.44556,0
NC338,L3Base,0,3.54547,25.88193
NC338,L3Tip,0,0,143.68324
NC338,Kern,0,2.92168,0.97389
NC340,LMAN,0,3.7985,33.34239
NC340,LMAD,1.22749,0,111.08789
NC340,GShoot,0.60638,8.4893,18.19135
NC340,GRoot,6.14875,33.68444,0.26734
NC340,L3Base,0.35324,9.18421,26.84615
NC340,L3Tip,1.60581,3.21161,101.16584
NC340,Kern,0,0,0.63103
NC342,LMAN,0,0,15.15245
NC342,LMAD,0,0,50.89125
NC342,GShoot,0,4.34496,3.04147
NC342,GRoot,1.20224,14.42691,0
NC342,L3Base,0,0,1.9296
NC342,L3Tip,0,0,113.58715
NC344,LMAD,0,0,62.35089
NC344,GShoot,0,37.60289,2.44175
NC344,GRoot,0,60.13155,0.4205
NC344,LMAN,0,0,15.11571
NC344,L3Base,0,1.0299,10.29903
NC344,L3Tip,0,0,62.18324
NC344,Kern,0,0,0
NC346,LMAD,0,0,63.07781
NC346,LMAN,0,0,12.71521
NC346,GShoot,0,227.29524,5.45765
NC346,GRoot,0,19.9055,0
NC346,L3Base,0,1.79964,26.39473
NC346,L3Tip,0,0,105.90251
NC346,Kern,0,0,0.30602
NC348,LMAD,0.27917,0,53.32188
NC348,LMAN,0,0,13.82912
NC348,GShoot,0,277.55781,2.95471
NC348,GRoot,0,3.29443,0
NC348,L3Base,0,1.2686,21.56622
NC348,L3Tip,0,0,124.49909
NC348,Kern,0,0.2691,0
NC350,LMAD,0,0,62.99677
NC350,LMAN,0,0,12.19283
NC350,GShoot,0,42.06765,12.62029
NC350,GRoot,0.35835,3.58352,0
NC350,L3Tip,0,0,136.47951
NC350,L3Base,0,45.02638,24.09306
NC352,LMAD,0,0,69.01215
NC352,LMAN,0,0,26.39516
NC352,GShoot,0,77.427,6.95973
NC352,GRoot,0,4.33585,0
NC352,L3Base,0,4.52675,34.4033
NC352,L3Tip,0,0,116.47433
NC352,Kern,0,0,1.1935
NC354,LMAD,0,1.47319,92.44236
NC354,GShoot,0,165.46629,1.55611
NC354,GRoot,0.82723,4.96336,0
NC354,LMAN,0,0.48719,8.28223
NC354,L3Base,2.93773,2.09838,8.39351
NC354,L3Mid,0,1.11222,134.57909
NC354,L3Tip,0,4.83886,112.67627
NC354,Kern,0,0.32871,0
NC356,LMAD,0,0,82.67514
NC356,LMAN,0,0,32.64474
NC356,GShoot,0,85.25234,9.85329
NC356,GRoot,0.60827,36.69874,0
NC356,L3Base,0,1.22833,11.66918
NC356,L3Tip,0,1.91064,137.56585
NC356,Kern,0,0,0
NC358,LMAN,0,0,86.16872
NC358,LMAD,0,0,123.10682
NC358,GShoot,0,158.44411,7.63586
NC358,GRoot,0,4.76538,0
NC358,L3Tip,0,2.31567,133.1511
NC358,L3Base,0,2.14212,8.56847
NC358,Kern,0,3.19689,1.06563
NC360,LMAN,0,0,67.12819
NC360,LMAD,0,0,73.45416
NC360,GShoot,0,58.5183,10.87225
NC360,GRoot,0,81.42173,0
NC360,L3Base,0,5.92028,28.49133
NC360,L3Tip,0,0,179.88941
NC360,Kern,0,0.12483,0.24965
NC362,LMAN,0,0,81.62874
NC362,GShoot,0,56.07938,9.94957
NC362,GRoot,0,138.96324,0
NC362,L3Tip,0,0,151.72066
NC362,L3Base,0,1.01924,11.72123
NC362,Kern,0,0,0.77723
NC364,LMAN,0,0,37.5702
NC364,GShoot,0,26.58201,2.99048
NC364,GRoot,0.49029,30.88808,0
NC364,L3Tip,0,0,75.22108
NC364,L3Base,0,2.88036,2.30429
NC364,Kern,0,0,0
NC366,LMAD,0,0,50.25189
NC366,LMAN,0,0,20.9653
NC366,GShoot,0,123.00415,4.89954
NC366,GRoot,0.67238,34.96386,0
NC366,L3Tip,0,3.40265,87.61831
NC366,L3Base,0,0.33035,4.62495
NC366,Kern,0,0.59261,0
NC368,LMAN,0.33341,0,24.3391
NC368,LMAD,0,0,51.33585
NC368,GShoot,0.38014,34.59294,0.76028
NC368,GRoot,6.53254,3.60416,0
NC368,L3Base,0.4695,8.45102,4.69501
NC368,L3Tip,1.32181,0,65.42944
NC368,Kern,0,0.28941,0
ND246,LMAD,1.03637,0,121.77405
ND246,LMAN,0,0,34.34832
ND246,GShoot,0.5748,157.87738,5.93956
ND246,GRoot,0.25032,1.50189,0
ND246,L3Base,0,0.67432,12.13785
ND246,L3Tip,0.68071,0,96.66119
ND246,Kern,1.42228,4.26685,0
OH7B,LMAD,0,1.08244,45.8953
OH7B,LMAN,0,0,49.7696
OH7B,GShoot,0,77.20788,3.69858
OH7B,GRoot,0,41.43466,0
OH7B,L3Base,0,1.4123,4.94305
OH7B,L3Tip,0,0.50119,47.61315
OH7B,Kern,0,5.92587,0
Oh40B,LMAN,1.86557,0,55.96725
Oh40B,GShoot,0.56994,1.51985,3.79962
Oh40B,GRoot,0.2818,9.29947,0
Oh40B,L3Tip,0,1.86549,95.13976
Oh40B,L3Base,0,0,7.60892
Oh40B,Kern,0.41024,0,0
Oh43E,LMAN,0,0,39.86706
Oh43E,GShoot,0,11.50643,4.79434
Oh43E,GRoot,0.79214,6.3371,0
Oh43E,L3Base,0,0,8.76565
Oh43E,L3Tip,0,0,124.46596
Oh43E,Kern,0,0,0
Oh603,LMAN,0.34354,0,21.98654
Oh603,LMAD,2.13801,2.13801,59.86416
Oh603,GShoot,0.34099,138.78303,4.43287
Oh603,GRoot,4.6815,44.29415,0
Oh603,L3Base,1.32023,7.92137,8.36145
Oh603,L3Tip,0,10.76135,61.55493
Oh603,Kern,0,0,0
Os420,LMAN,0,0.46128,42.43733
Os420,LMAD,0,1.34605,66.854
Os420,GShoot,0,154.01456,2.84553
Os420,GRoot,4.28485,13.46667,0
Os420,L3Base,0,2.09373,19.44181
Os420,L3Tip,0,0,162.77975
P39,LMAD,0,0.58545,87.81685
P39,LMAN,1.23258,0,25.26797
P39,L3Base,0.70517,28.91182,28.55923
P39,L3Tip,0,5.33579,76.47967
P39,Kern,1.34482,0.53793,0.53793
Pa762,LMAN,0,0,43.35268
Pa762,GShoot,0,37.03259,7.83382
Pa762,GRoot,0,153.52346,0.95356
Pa762,L3Base,0.45562,12.30175,7.28993
Pa762,L3Tip,0.51984,5.19845,85.77442
Pa875,LMAN,0,0,17.84456
Pa875,LMAD,0.40899,0.40899,63.39331
Pa875,GShoot,0.92119,32.93258,5.06655
Pa875,GRoot,12.52245,10.01796,0
Pa875,Kern,0,0,0.46268
Pa880,LMAD,0,0,84.30018
Pa880,LMAN,0,0,45.04216
Pa880,GShoot,0,63.87079,5.27089
Pa880,GRoot,10.59246,2.88885,0
Pa880,L3Base,0,1.28366,26.10112
Pa880,L3Tip,0,5.73462,187.33107
Pa880,Kern,0,1.07987,0
Pa91,LMAN,0,0,32.93335
Pa91,LMAD,0,0,76.42186
Pa91,GShoot,1.1476,216.89665,2.2952
Pa91,GRoot,1.44902,20.52775,0
Pa91,L3Tip,1.48974,4.46922,76.72158
Pa91,L3Base,0.46629,0.23315,4.6629
Pa91,Kern,0.24611,0.24611,0.24611
R168,LMAD,1.05531,0,40.10161
R168,LMAN,0.54914,0,23.61294
R168,GShoot,0,64.0902,5.47983
R168,GRoot,0,3.52812,0
R168,L3Base,0.42705,11.10332,13.66562
R168,L3Tip,1.53178,10.72248,57.44183
R168,Kern,0.74609,1.49219,0
R177,LMAN,0,0,56.56028
R177,GShoot,0,2.9946,1.9964
R177,GRoot,1.77121,7.08485,0
R177,L3Base,0,17.45757,20.42907
R177,L3Tip,0,0,215.34283
R177,Kern,0,0,0
R229,LMAN,0,0,48.40926
R229,LMAD,0,0,178.84679
R229,GShoot,0,15.25513,0
R229,GRoot,0,89.30713,0
R229,L3Base,0,0.98972,7.91775
R229,L3Tip,0,0,156.80652
R229,Kern,0,0,0.83411
R229,Kern,0,0,0.4109
R4,LMAN,0,0,8.94993
R4,LMAD,0,0.64923,33.43557
R4,GShoot,0,154.4699,3.35804
R4,GRoot,0.5695,13.95282,0
R4,L3Base,0,2.68673,10.74691
R4,L3Tip,0,0.81658,89.82403
R4,Kern,0,0,0
SA24,LMAN,0,0,64.47514
SA24,LMAD,0,0,74.66126
SA24,GShoot,0,149.99148,4.98461
SA24,GRoot,0.6416,1.60401,0.3208
SA24,L3Base,0,0.89212,12.04355
SA24,L3Tip,0,0.41713,106.7856
SA24,Kern,0,0.3709,0.3709
SC213R,LMAD,0.36248,0,73.22062
SC213R,LMAN,0,0,31.11593
SC213R,GShoot,0,82.45326,4.33965
SC213R,GRoot,1.86772,49.49465,0
SC213R,L3Tip,0,2.20493,82.68472
SC213R,L3Base,0,4.37085,3.93377
SC357,LMAD,0.32698,0,53.29836
SC357,LMAN,0.38694,0,39.85451
SC357,GShoot,0,235.15822,10.54799
SC357,GRoot,1.30401,29.34013,0
SC55,LMAD,0,0,43.26108
SC55,LMAN,0,0.4059,33.28362
SC55,GShoot,0.84485,101.80433,0.42242
SC55,GRoot,0.76642,1.53284,0
SC55,L3Base,0.46864,5.62373,9.84152
SC55,L3Tip,1.92486,1.92486,114.5289
SC55,Kern,0.59993,0.29997,0.29997
SD40,LMAN,0,0,51.26291
SD40,GShoot,2.39066,70.35358,1.02457
SD40,GRoot,3.70327,108.98193,0
SD40,L3Base,1.47498,0.73749,8.48112
SD40,L3Tip,3.95068,0,71.99013
SD40,L3Base,1.26201,0,5.88937
SD40,Kern,0,1.36019,0
SD44,LMAD,0,0,90.22438
SD44,L3Mid,1.54772,13.1556,80.48134
SD44,L3Base,0,0.81008,3.64535
SD44,LMAN,0.66854,0,38.10679
SD44,GShoot,0.46384,90.44935,2.78306
SD44,GRoot,3.01103,7.52759,0
SD44,L3Base,0.86722,2.60165,1.30082
SD44,L3Tip,0,0,68.63986
SD44,Kern,0,2.62626,0
Sg18,LMAD,0,0,116.17058
Sg18,LMAN,0,0,28.14795
Sg18,GShoot,0,199.08224,2.43774
Sg18,GRoot,0.51019,19.38739,0
Sg18,L3Base,0,3.84943,33.36177
Sg18,L3Tip,0,0,157.0096
Sg18,Kern,0,1.01672,0
Sg1533,LMAN,0,0,13.99029
Sg1533,LMAD,0.72102,0,63.44972
Sg1533,GShoot,0,25.12695,2.32657
Sg1533,GRoot,0,96.27746,0
Sg1533,L3Tip,0,0,52.52403
Sg1533,L3Base,0,0.46248,6.93718
Sg1533,L3Tip,0,0,54.25441
Sg1533,L3Base,0,0,5.55329
Sg1533,Kern,0,2.24171,0
T232,LMAN,0,0.53583,10.98442
T232,LMAD,0,0,34.47346
T232,GShoot,0.49881,121.20999,10.47494
T232,GRoot,2.07515,20.75149,0.5929
T232,L3Base,0,14.42486,14.42486
T232,L3Mid,0.75413,39.96879,71.64218
T232,L3Tip,0,13.4557,47.41533
T232,Kern,0,0.43036,0
T234,LMAD,0,0,83.83369
T234,LMAN,0.31287,0,21.27493
T234,GShoot,0.44112,85.1357,5.73453
T234,GRoot,0.63139,11.99632,0
T234,L3Tip,0,2.20433,93.68422
T234,L3Base,0,0.28293,5.09275
T234,Kern,0,2.41616,0
T8,LMAN,0,0.479,17.72306
T8,LMAD,0.91379,0,26.95694
T8,GShoot,0.93847,87.903,2.18975
T8,GRoot,1.48624,5.64773,0
T8,L3Base,0.79041,7.11366,4.34724
T8,L3Tip,3.14845,0,51.94948
T8,Kern,0.85849,0.21462,0.21462
Tx303,LMAD,0,0.62983,77.46863
Tx303,LMAN,0,0,35.46467
Tx303,GRoot,0,58.57056,1.20145
Tx303,L3Base,0,0.46589,14.44251
Tx303,L3Tip,0,0,112.08334
Tx601,GShoot,0,3.12825,5.0052
Tx601,GRoot,0,0.84987,0.84987
Tzi10,L3Mid,0,3.12553,109.39341
Tzi10,GShoot,0,87.41127,4.54085
Tzi10,GRoot,0,0.33021,0
Tzi11,LMAD,0,0.62405,87.991
Tzi11,LMAN,0,0,5.47869
Tzi11,GShoot,0,56.9269,0.41858
Tzi11,GRoot,0,35.23518,1.11269
Tzi11,L3Base,0,0.9288,7.89479
Tzi11,L3Tip,0,0.85604,106.1488
Tzi11,Kern,0,0.47549,0
Tzi16,LMAD,0,0,54.74886
Tzi16,LMAN,0,0,23.43067
Tzi16,GShoot,0,31.72768,4.74433
Tzi16,GRoot,0.38552,1.5421,0
Tzi16,L3Base,0,0.50318,22.64304
Tzi16,L3Tip,0,0,91.85341
Tzi16,Kern,0,0.67234,0
Tzi18,LMAD,0,0,73.34416
Tzi18,GShoot,0,74.7858,13.19749
Tzi18,GRoot,0,7.91477,0.34412
Tzi18,LMAN,0,0.40926,5.32038
Tzi18,L3Base,0,37.13534,34.95091
Tzi18,L3Mid,0,34.33712,99.74116
Tzi18,L3Tip,0,14.61195,126.35041
Tzi18,Kern,0,1.23968,0.82646
Tzi25,LMAD,0,0,63.24954
Tzi25,LMAN,0,0.2715,33.39498
Tzi25,GShoot,0,17.59167,3.59014
Tzi25,GRoot,0,52.2864,0
Tzi25,L3Tip,0,1.50719,73.85219
Tzi25,L3Base,0,0,8.40487
Tzi25,Kern,0,2.54624,0
Tzi9,LMAD,0,0,53.99562
Tzi9,LMAN,0,0,19.80966
Tzi9,GRoot,0.97189,45.67885,0
Tzi9,L3Base,0,1.20702,8.85146
Tzi9,L3Tip,0,0,140.5757
Tzi9,Kern,0,0,0.4104
U267Y,LMAD,0.51824,0,70.48094
U267Y,LMAN,0,0,35.89198
U267Y,GShoot,0,181.41847,4.81314
U267Y,GRoot,1.20822,6.04112,0
U267Y,L3Base,0.4978,0.9956,17.42303
U267Y,L3Mid,0,0,79.07091
U267Y,L3Tip,0,1.21657,86.37619
U267Y,Kern,0,0.48991,0
VA102,LMAN,0,0,24.3759
VA102,GShoot,0,402.5181,2.44775
VA102,GRoot,0.34697,15.26686,0
VA102,L3Base,0.61218,23.26267,1.53044
VA102,L3Mid,1.47618,69.38035,33.214
VA102,L3Tip,1.65448,5.79069,42.18931
VA102,Kern,0,0.55803,0
Va14,LMAN,0,0,28.63836
Va14,L3Mid,0,42.54452,49.31297
Va14,LMAD,0,0,62.60565
Va14,GShoot,0,222.89742,2.34321
Va14,GRoot,1.04767,37.7161,0
Va14,L3Base,0.37954,15.56126,8.72949
Va14,L3Tip,0,7.35282,49.99919
Va14,Kern,0,1.14207,0.28552
Va17,LMAN,0,0,23.13541
Va17,LMAD,0.61655,0.61655,41.92565
Va17,GShoot,0,190.10397,2.10836
Va17,GRoot,1.30266,22.14528,0
Va17,L3Base,0.58203,43.07044,13.96879
Va17,L3Tip,3.08157,0.61631,41.90941
Va17,Kern,0.36332,0.9083,0.36332
Va22,LMAN,0,0,22.23726
Va22,LMAD,0,0,48.98269
Va22,GShoot,0,212.02133,0.52481
Va22,GRoot,0.32383,49.54593,0
Va22,L3Base,0,8.96092,4.69381
Va22,L3Mid,2.49633,51.59086,28.29176
Va22,L3Tip,0.72513,10.87688,36.25628
Va22,Kern,0,0,0
Va26,LMAN,0,0,36.46864
Va26,GShoot,0,13.7581,1.34225
Va26,GRoot,0.56762,5.39235,0
Va26,L3Base,0,0.3768,12.05764
Va26,L3Tip,0,0,85.75401
Va26,Kern,0,0,0
Va35,LMAN,0.56999,0,19.94982
Va35,GRoot,1.33288,13.32877,0
Va35,L3Base,0.28975,40.275,10.14119
Va35,L3Tip,0,0.78265,82.17804
Va35,Kern,0.97465,0.32488,0.32488
Va35,Kern,0,1.01161,0
Va59,LMAN,2.00282,0,28.03943
Va59,LMAD,0,0,59.77309
Va59,GShoot,0,252.52656,5.31076
Va59,GRoot,1.2859,5.1436,0
Va59,L3Tip,0,2.29363,36.69809
Va59,L3Base,0,87.62019,6.33399
Va59,Kern,0,0.54392,0
Va85,LMAD,0,0,92.31913
Va85,LMAN,0,0,23.18664
Va85,GShoot,0,4.56568,4.56568
Va85,GRoot,1.18294,1.18294,0
Va85,L3Base,0,0,12.92351
Va85,L3Tip,0.93256,0,171.59165
Va85,Kern,0,0.31605,0
Va85,Kern,0,0.26022,0
Va99,LMAN,0.47561,0,39.47556
Va99,GShoot,0.5096,155.25913,2.54802
Va99,GRoot,0.79923,15.18546,0.79923
Va99,L3Base,0,43.46542,20.88598
Va99,L3Tip,0.74485,8.93819,52.13944
Va99,Kern,0,0.38512,0
VaW6,LMAN,0.32051,0,66.34619
VaW6,GShoot,0,47.50152,8.57957
VaW6,GRoot,0,96.0027,0
VaW6,L3Base,0,0.34441,9.2992
VaW6,L3Tip,0,0,180.79328
VaW6,Kern,0,0,0
VaW6,Kern,0,0,0
W117Ht,LMAD,0,0,194.69463
W117Ht,LMAN,0,0,86.98876
W117Ht,GShoot,0,38.05773,4.8792
W117Ht,GRoot,0,38.1216,0.6051
W117Ht,L3Base,0,0,23.00506
W117Ht,L3Tip,0,0,174.82175
W117Ht,Kern,0,1.67822,0.55941
W153R,LMAD,0,0,69.18512
W153R,LMAN,0,0,41.41964
W153R,GShoot,0,191.67096,4.17153
W153R,GRoot,0,5.58156,0
W153R,L3Tip,0,12.33737,106.92384
W153R,L3Base,0.284,32.944,22.436
W153R,Kern,0,0.60668,0.91002
W182B,LMAD,1.04663,0,195.72033
W182B,GShoot,0,21.4048,5.54939
W182B,GRoot,0.27317,38.24331,0
W182B,L3Tip,0,0,165.88517
W182B,L3Base,0,0.6958,26.09248
W182B,L3Tip,0,2.60299,180.47388
W182B,L3Base,0,0.48227,8.68084
W182B,Kern,0,7.22086,0.55545
W182B,Kern,0,7.64925,0
Wf9,LMAN,0,0,24.24013
Wf9,GShoot,0.78796,221.15533,5.51575
Wf9,GRoot,0.47032,14.10954,0.47032
Wf9,L3Base,0,0.55351,5.81186
Wf9,L3Tip,0,0.54131,95.81128
Wf9,Kern,0,0.85282,0.42641
Yu796_NS,LMAN,0,0,60.76574
Yu796_NS,GShoot,0,125.04765,0.784
Yu796_NS,GRoot,0.38511,22.72123,0
Yu796_NS,L3Base,0,0,17.335
Yu796_NS,L3Tip,0.45918,1.83671,52.34625
Yu796_NS,Kern,0,0,0.5449
Il677a,LMAN,0,0.54724,32.83412
Il677a,LMAD,0,0.62592,42.56234
Il677a,GShoot,0,76.28394,4.82255
Il677a,GRoot,0,48.02396,0
Il677a,L3Tip,0,2.51222,45.21993
Il677a,L3Base,0,12.35152,21.76221
Il677a,Kern,0,0,0
A272,LMAN,0,0,59.92186
A272,LMAD,0,0,89.81157
A272,GShoot,0,28.82299,2.16947
A272,GRoot,1.84776,9.23878,0
A272,Kern,0,0.89841,0.4492
B97,LMAN,0.69742,0.34871,55.79385
B97,GShoot,0,52.11819,46.90637
B97,GRoot,0,11.49884,0.54756
B97,L3Base,0,0,20.93241
B97,L3Tip,1.01928,5.60607,226.7909
MR02_Assiniboine,GShoot,0,50.55492,12.30902
MR02_Assiniboine,GRoot,2.0427,128.98192,0
MR12,GShoot,0,116.22198,3.99236
MR12,GRoot,3.76522,71.53921,0
MR19_Santo_Domingo,LMAD,0.32625,0,97.54761
MR19_Santo_Domingo,LMAN,0,0,42.4735
MR19_Santo_Domingo,GRoot,0.65872,1.64679,0
MR19_Santo_Domingo,L3Tip,0,1.81873,101.84902
MR19_Santo_Domingo,L3Base,0.17761,1.2433,8.70313
MR19_Santo_Domingo,Kern,0.41469,0.41469,0.82938
MR20_Shoepeg,LMAN,0.61655,0.61655,51.79002
MR20_Shoepeg,LMAD,1.32737,0,73.66894
MR20_Shoepeg,GShoot,0.86516,263.29744,2.3071
MR20_Shoepeg,GRoot,1.72181,8.03512,0
MR20_Shoepeg,L3Base,0.89636,2.24089,2.24089
MR20_Shoepeg,L3Tip,5.37974,0.53797,73.70241
MR20_Shoepeg,Kern,1.42239,1.77799,0
MR11,GShoot,0.20413,5.91966,14.90121
MR11,GRoot,4.07076,50.20606,0
MR18,GRoot,0.93095,22.80831,0
MR01,GRoot,0,23.82097,0
MR10,GShoot,0.33694,3.87477,3.03243
MR10,GRoot,2.47622,1.48573,0
MR09,GShoot,0,137.91513,3.2148
MR09,GRoot,0,25.16454,0.3647
MR06,GRoot,2.16882,127.96059,0
MR08,GShoot,0,73.27706,5.02471
MR08,GRoot,1.20906,156.37174,0
MR21,GRoot,0.49114,0,0
CML103,LMAD,0,0.41727,70.93513
CML103,LMAN,0,0.46127,54.89158
CML103,GShoot,0,40.15773,12.89737
CML103,GRoot,0,13.50588,0
CML103,L3Tip,0,49.58228,61.38759
CML103,L3Base,0,0,6.84023
CML103,Kern,0,0,0
CML133,GShoot,0,52.89172,0.82643
CML133,GRoot,0,3.77986,0
CML192,GShoot,0.28644,215.97658,5.44238
CML192,GRoot,1.86442,61.52587,0
CML202,GShoot,0.52276,41.29782,6.53447
CML202,GRoot,1.85449,20.63115,0
CML206,LMAD,0,0.40717,42.75288
CML206,LMAN,0,1.40343,12.63084
CML206,GShoot,0,337.74726,5.11738
CML206,GRoot,1.44261,0,1.44261
CML206,L3Base,0.57259,0.57259,7.4437
CML206,L3Tip,0,0,74.86054
CML330,LMAD,0,0,54.3874
CML330,LMAN,0,2.45303,20.44195
CML330,GRoot,1.48092,4.93641,0
CML330,L3Base,2.26277,1.13139,20.93066
CML330,L3Mid,0,4.44577,73.3552
CML330,L3Tip,0,0.63649,64.92169
CML330,Kern,0,0,0.26077
CML411,LMAD,0.34855,0,42.52312
CML411,LMAN,0,0,53.65129
CML411,GShoot,0,9.12102,5.11667
CML411,GRoot,6.48207,2.16069,0
CML411,L3Base,0.71128,6.04588,28.80684
CML411,L3Tip,0.54908,2.74542,128.4857
CML411,Kern,0,0.86292,0
CML418,LMAN,0,0,67.71812
CML418,GShoot,0,15.46559,3.71174
CML418,GRoot,0.93073,47.46716,0
CML418,L3Tip,0,0,127.85204
CML418,L3Base,0,0.32215,16.75179
CML418,Kern,0,0,1.53963
CML479,GShoot,0,9.91474,13.56754
CML504,LMAD,0,0,79.78685
CML504,LMAN,0,4.10083,49.20999
CML504,GShoot,0,3.43493,8.15797
CML504,GRoot,0,16.32516,0
CML504,L3Tip,0,0.92708,61.18751
CML504,L3Base,0,0,8.00468
CML505,LMAD,0,0,35.28604
CML505,LMAN,0,0,54.27914
CML505,L3Tip,0,3.94561,67.07544
CML505,L3Base,0,4.75742,16.12235
CML505,Kern,0,0,0
CML511,LMAD,0,0,72.73493
CML511,LMAN,0,3.02902,45.43528
CML511,GShoot,0,10.06367,15.98347
CML511,GRoot,1.39681,15.3649,1.39681
CML511,L3Tip,0,0,150.11247
CML511,L3Base,0,0.88082,14.09316
CML84,LMAD,0,0,51.77452
CML84,LMAN,0,0.57471,64.36721
CML84,GShoot,0,67.05586,20.84638
CML84,GRoot,0.80275,63.14967,1.87308
CML84,L3Tip,0,0,133.06947
CML84,L3Base,1.44313,7.93723,25.25482
CML84,Kern,0,0,0.82026
CML85,LMAD,0,0,45.05599
CML85,LMAN,0,0.82056,24.61669
CML85,GShoot,0.44025,268.55053,7.4842
CML85,GRoot,0.80454,135.96763,0
CML85,L3Base,0.56769,0.85153,19.01754
CML85,L3Tip,1.23476,2.46951,130.88421
CML85,Kern,0,1.43992,0
CML96,LMAD,0,0,41.68938
CML96,LMAN,0,0.75472,36.98151
CML96,GShoot,0,13.46934,10.03036
CML96,GRoot,1.35802,43.45666,0.33951
CML96,L3Base,0,0,51.64701
CML96,L3Tip,0,0,126.92117
CML96,Kern,0,0,0
Ki3,LMAD,0,0,62.10771
Ki3,LMAN,0,0,22.7119
Ki3,GShoot,0,135.37488,5.68967
Ki3,GRoot,0,7.96119,0
Ki3,L3Base,0,1.98142,16.84208
Ki3,L3Tip,0,0.52407,118.43984
Ki3,Kern,0,0,0
MS71,LMAD,0,0.60519,113.17074
MS71,LMAN,0,0,69.02026
MS71,GShoot,0,31.05996,8.87427
MS71,GRoot,1.08454,8.13406,0
MS71,L3Base,0,0,13.64504
MS71,L3Tip,0,0,137.33982
MS71,Kern,0,0,0
MS71,Kern,0,0,0
N6,LMAN,0,0,49.27426
N6,GShoot,0,9.93482,7.3204
N6,GRoot,0,30.54661,0
N6,L3Base,0,0.26075,8.0833
N6,L3Tip,0,0,123.98363
Oh43,LMAD,0,0,27.05978
Oh43,LMAN,0,0,43.70321
Oh43,GShoot,0,47.8547,4.43099
Oh43,GRoot,0,10.914,0
Oh43,L3Tip,0,0,78.38331
Oh43,Kern,0,0,0.40675
W22,LMAN,0,0,56.39971
W22,GShoot,0,46.48863,5.36407
W22,GRoot,0,103.93127,0
W22,L3Base,0,1.93135,5.79405
W22,L3Mid,0,0,147.33513
W22,L3Tip,0,0.7208,166.50548
W22,Kern,0,0.39463,0
W22_R-rstd,LMAN,0.29988,0.29988,47.08192
W22_R-rstd,LMAN,0,8.29399,45.06403
W22_R-rstd,LMAD,0.2257,1.8056,62.74443
W22_R-rstd,LMAD,0,0,128.22307
W22_R-rstd,Kern,0,1.15317,0
W64A,LMAN,1.22475,0,54.7054
W64A,GShoot,0.38706,455.18755,4.64477
W64A,GRoot,0,1.62307,0
W64A,L3Base,0,18.71681,14.28388
W64A,L3Tip,2.87266,0,106.28829
W64A,Kern,0.33134,4.30747,0
