tissue,type,medi,V1
Germinating Root,Metabolite,AC148152.3_FG001,274
Germinating Root,Metabolite,AC148167.6_FG001,1
Germinating Root,Metabolite,AC193598.3_FG002,26
Germinating Root,Metabolite,AC195340.3_FG001,110
Germinating Root,Metabolite,AC207265.3_FG002,14
Germinating Root,Metabolite,AC231747.1_FG001,5
Germinating Root,Metabolite,GRMZM2G001592,12
Germinating Root,Metabolite,GRMZM2G002297,9
Germinating Root,Metabolite,GRMZM2G004736,6
Germinating Root,Metabolite,GRMZM2G009208,8
Germinating Root,Metabolite,GRMZM2G010433,30
Germinating Root,Metabolite,GRMZM2G015280,5
Germinating Root,Metabolite,GRMZM2G015804,4
Germinating Root,Metabolite,GRMZM2G016948,30
Germinating Root,Metabolite,GRMZM2G027479,21
Germinating Root,Metabolite,GRMZM2G029922,8
Germinating Root,Metabolite,GRMZM2G033829,1
Germinating Root,Metabolite,GRMZM2G035933,8
Germinating Root,Metabolite,GRMZM2G037209,40
Germinating Root,Metabolite,GRMZM2G039900,10
Germinating Root,Metabolite,GRMZM2G042099,9
Germinating Root,Metabolite,GRMZM2G043238,59
Germinating Root,Metabolite,GRMZM2G043632,2
Germinating Root,Metabolite,GRMZM2G044377,3
Germinating Root,Metabolite,GRMZM2G045688,8
Germinating Root,Metabolite,GRMZM2G047590,10
Germinating Root,Metabolite,GRMZM2G056572,2
Germinating Root,Metabolite,GRMZM2G061922,15
Germinating Root,Metabolite,GRMZM2G069694,2
Germinating Root,Metabolite,GRMZM2G070087,12
Germinating Root,Metabolite,GRMZM2G070211,21
Germinating Root,Metabolite,GRMZM2G076410,12
Germinating Root,Metabolite,GRMZM2G090266,3
Germinating Root,Metabolite,GRMZM2G094017,1
Germinating Root,Metabolite,GRMZM2G098187,5
Germinating Root,Metabolite,GRMZM2G101613,8
Germinating Root,Metabolite,GRMZM2G103512,14
Germinating Root,Metabolite,GRMZM2G105085,18
Germinating Root,Metabolite,GRMZM2G105207,16
Germinating Root,Metabolite,GRMZM2G106790,15
Germinating Root,Metabolite,GRMZM2G107199,6
Germinating Root,Metabolite,GRMZM2G107731,19
Germinating Root,Metabolite,GRMZM2G108477,3
Germinating Root,Metabolite,GRMZM2G110913,6
Germinating Root,Metabolite,GRMZM2G117281,15
Germinating Root,Metabolite,GRMZM2G117763,5
Germinating Root,Metabolite,GRMZM2G118697,10
Germinating Root,Metabolite,GRMZM2G121070,10
Germinating Root,Metabolite,GRMZM2G125512,3
Germinating Root,Metabolite,GRMZM2G130055,13
Germinating Root,Metabolite,GRMZM2G132991,1
Germinating Root,Metabolite,GRMZM2G133746,8
Germinating Root,Metabolite,GRMZM2G134104,10
Germinating Root,Metabolite,GRMZM2G134731,12
Germinating Root,Metabolite,GRMZM2G138076,15
Germinating Root,Metabolite,GRMZM2G138125,10
Germinating Root,Metabolite,GRMZM2G139621,17
Germinating Root,Metabolite,GRMZM2G141810,20
Germinating Root,Metabolite,GRMZM2G147544,8
Germinating Root,Metabolite,GRMZM2G147579,1
Germinating Root,Metabolite,GRMZM2G149091,6
Germinating Root,Metabolite,GRMZM2G149837,8
Germinating Root,Metabolite,GRMZM2G152796,5
Germinating Root,Metabolite,GRMZM2G155998,17
Germinating Root,Metabolite,GRMZM2G158136,5
Germinating Root,Metabolite,GRMZM2G159427,3
Germinating Root,Metabolite,GRMZM2G163178,6
Germinating Root,Metabolite,GRMZM2G164663,2
Germinating Root,Metabolite,GRMZM2G165919,15
Germinating Root,Metabolite,GRMZM2G166903,2
Germinating Root,Metabolite,GRMZM2G167787,21
Germinating Root,Metabolite,GRMZM2G169931,3
Germinating Root,Metabolite,GRMZM2G170766,3
Germinating Root,Metabolite,GRMZM2G172506,5
Germinating Root,Metabolite,GRMZM2G174598,4
Germinating Root,Metabolite,GRMZM2G175280,7
Germinating Root,Metabolite,GRMZM2G176282,3
Germinating Root,Metabolite,GRMZM2G314386,8
Germinating Root,Metabolite,GRMZM2G352678,33
Germinating Root,Metabolite,GRMZM2G361501,4
Germinating Root,Metabolite,GRMZM2G395244,2
Germinating Root,Metabolite,GRMZM2G402675,12
Germinating Root,Metabolite,GRMZM2G414423,36
Germinating Root,Metabolite,GRMZM2G420823,20
Germinating Root,Metabolite,GRMZM2G430266,16
Germinating Root,Metabolite,GRMZM2G441906,22
Germinating Root,Metabolite,GRMZM2G464043,9
Germinating Root,Metabolite,GRMZM2G472625,2
Germinating Root,Metabolite,GRMZM2G477879,1
Germinating Root,Metabolite,GRMZM5G809078,29
Germinating Root,Metabolite,GRMZM5G822449,42
Germinating Root,Metabolite,GRMZM5G825909,38
Germinating Root,Metabolite,GRMZM5G833406,11
Germinating Root,Metabolite,GRMZM5G836683,38
Germinating Root,Metabolite,GRMZM5G882351,6
Germinating Root,Metabolite,GRMZM5G890163,2
Germinating Root,Metabolite,GRMZM6G915669,32
Germinating Root,Morphology,AC148152.3_FG001,104
Germinating Root,Morphology,AC148167.6_FG001,20
Germinating Root,Morphology,AC149475.2_FG002,6
Germinating Root,Morphology,AC194970.5_FG005,22
Germinating Root,Morphology,GRMZM2G000665,1
Germinating Root,Morphology,GRMZM2G002100,3
Germinating Root,Morphology,GRMZM2G013357,8
Germinating Root,Morphology,GRMZM2G014282,7
Germinating Root,Morphology,GRMZM2G021846,7
Germinating Root,Morphology,GRMZM2G024444,4
Germinating Root,Morphology,GRMZM2G028218,20
Germinating Root,Morphology,GRMZM2G040079,18
Germinating Root,Morphology,GRMZM2G042981,7
Germinating Root,Morphology,GRMZM2G043584,4
Germinating Root,Morphology,GRMZM2G046733,13
Germinating Root,Morphology,GRMZM2G047152,42
Germinating Root,Morphology,GRMZM2G048277,40
Germinating Root,Morphology,GRMZM2G048557,3
Germinating Root,Morphology,GRMZM2G048928,29
Germinating Root,Morphology,GRMZM2G054109,28
Germinating Root,Morphology,GRMZM2G065394,2
Germinating Root,Morphology,GRMZM2G066234,33
Germinating Root,Morphology,GRMZM2G077811,2
Germinating Root,Morphology,GRMZM2G084173,18
Germinating Root,Morphology,GRMZM2G089365,28
Germinating Root,Morphology,GRMZM2G093666,2
Germinating Root,Morphology,GRMZM2G106590,7
Germinating Root,Morphology,GRMZM2G108133,5
Germinating Root,Morphology,GRMZM2G110198,44
Germinating Root,Morphology,GRMZM2G110714,51
Germinating Root,Morphology,GRMZM2G113156,24
Germinating Root,Morphology,GRMZM2G118950,12
Germinating Root,Morphology,GRMZM2G125991,1
Germinating Root,Morphology,GRMZM2G126586,5
Germinating Root,Morphology,GRMZM2G132811,11
Germinating Root,Morphology,GRMZM2G134227,22
Germinating Root,Morphology,GRMZM2G140448,5
Germinating Root,Morphology,GRMZM2G144960,3
Germinating Root,Morphology,GRMZM2G147579,5
Germinating Root,Morphology,GRMZM2G153178,25
Germinating Root,Morphology,GRMZM2G153704,3
Germinating Root,Morphology,GRMZM2G155073,28
Germinating Root,Morphology,GRMZM2G155565,7
Germinating Root,Morphology,GRMZM2G157616,3
Germinating Root,Morphology,GRMZM2G158736,18
Germinating Root,Morphology,GRMZM2G163325,3
Germinating Root,Morphology,GRMZM2G169825,20
Germinating Root,Morphology,GRMZM2G169931,16
Germinating Root,Morphology,GRMZM2G171068,3
Germinating Root,Morphology,GRMZM2G174444,7
Germinating Root,Morphology,GRMZM2G324544,50
Germinating Root,Morphology,GRMZM2G357040,2
Germinating Root,Morphology,GRMZM2G381842,17
Germinating Root,Morphology,GRMZM2G386817,8
Germinating Root,Morphology,GRMZM2G417223,20
Germinating Root,Morphology,GRMZM2G427815,18
Germinating Root,Morphology,GRMZM2G461186,25
Germinating Root,Morphology,GRMZM2G461936,7
Germinating Root,Morphology,GRMZM2G474651,4
Germinating Root,Morphology,GRMZM2G701746,20
Germinating Root,Morphology,GRMZM5G828229,17
Germinating Root,Morphology,GRMZM5G833747,5
Germinating Root,Morphology,GRMZM5G836471,7
Germinating Root,Morphology,GRMZM5G853854,5
Germinating Root,Morphology,GRMZM5G885766,3
Germinating Shoot,Metabolite,AC148152.3_FG005,53
Germinating Shoot,Metabolite,AC148167.6_FG001,35
Germinating Shoot,Metabolite,AC233885.1_FG002,18
Germinating Shoot,Metabolite,GRMZM2G005350,23
Germinating Shoot,Metabolite,GRMZM2G005938,11
Germinating Shoot,Metabolite,GRMZM2G008259,3
Germinating Shoot,Metabolite,GRMZM2G010491,4
Germinating Shoot,Metabolite,GRMZM2G010831,1
Germinating Shoot,Metabolite,GRMZM2G014009,2
Germinating Shoot,Metabolite,GRMZM2G015080,5
Germinating Shoot,Metabolite,GRMZM2G015908,11
Germinating Shoot,Metabolite,GRMZM2G018823,4
Germinating Shoot,Metabolite,GRMZM2G019686,40
Germinating Shoot,Metabolite,GRMZM2G019783,5
Germinating Shoot,Metabolite,GRMZM2G021410,16
Germinating Shoot,Metabolite,GRMZM2G027857,26
Germinating Shoot,Metabolite,GRMZM2G030444,28
Germinating Shoot,Metabolite,GRMZM2G040441,7
Germinating Shoot,Metabolite,GRMZM2G048274,16
Germinating Shoot,Metabolite,GRMZM2G049866,10
Germinating Shoot,Metabolite,GRMZM2G054522,30
Germinating Shoot,Metabolite,GRMZM2G055699,7
Germinating Shoot,Metabolite,GRMZM2G058089,5
Germinating Shoot,Metabolite,GRMZM2G059991,5
Germinating Shoot,Metabolite,GRMZM2G060726,13
Germinating Shoot,Metabolite,GRMZM2G064382,17
Germinating Shoot,Metabolite,GRMZM2G064537,28
Germinating Shoot,Metabolite,GRMZM2G065030,3
Germinating Shoot,Metabolite,GRMZM2G071319,8
Germinating Shoot,Metabolite,GRMZM2G073888,3
Germinating Shoot,Metabolite,GRMZM2G077258,3
Germinating Shoot,Metabolite,GRMZM2G079281,54
Germinating Shoot,Metabolite,GRMZM2G083437,1
Germinating Shoot,Metabolite,GRMZM2G084086,1
Germinating Shoot,Metabolite,GRMZM2G087103,2
Germinating Shoot,Metabolite,GRMZM2G087817,1
Germinating Shoot,Metabolite,GRMZM2G088291,4
Germinating Shoot,Metabolite,GRMZM2G091003,6
Germinating Shoot,Metabolite,GRMZM2G096365,9
Germinating Shoot,Metabolite,GRMZM2G097297,11
Germinating Shoot,Metabolite,GRMZM2G099989,7
Germinating Shoot,Metabolite,GRMZM2G102923,7
Germinating Shoot,Metabolite,GRMZM2G103884,30
Germinating Shoot,Metabolite,GRMZM2G106552,5
Germinating Shoot,Metabolite,GRMZM2G107597,19
Germinating Shoot,Metabolite,GRMZM2G111208,19
Germinating Shoot,Metabolite,GRMZM2G111529,7
Germinating Shoot,Metabolite,GRMZM2G113002,27
Germinating Shoot,Metabolite,GRMZM2G115504,4
Germinating Shoot,Metabolite,GRMZM2G115598,64
Germinating Shoot,Metabolite,GRMZM2G118714,20
Germinating Shoot,Metabolite,GRMZM2G118766,71
Germinating Shoot,Metabolite,GRMZM2G122481,12
Germinating Shoot,Metabolite,GRMZM2G123362,9
Germinating Shoot,Metabolite,GRMZM2G126002,3
Germinating Shoot,Metabolite,GRMZM2G127299,5
Germinating Shoot,Metabolite,GRMZM2G129907,6
Germinating Shoot,Metabolite,GRMZM2G134694,8
Germinating Shoot,Metabolite,GRMZM2G136158,26
Germinating Shoot,Metabolite,GRMZM2G137477,19
Germinating Shoot,Metabolite,GRMZM2G139256,12
Germinating Shoot,Metabolite,GRMZM2G142088,10
Germinating Shoot,Metabolite,GRMZM2G143242,4
Germinating Shoot,Metabolite,GRMZM2G146041,8
Germinating Shoot,Metabolite,GRMZM2G146948,4
Germinating Shoot,Metabolite,GRMZM2G151015,24
Germinating Shoot,Metabolite,GRMZM2G152470,4
Germinating Shoot,Metabolite,GRMZM2G152616,2
Germinating Shoot,Metabolite,GRMZM2G153017,7
Germinating Shoot,Metabolite,GRMZM2G156218,26
Germinating Shoot,Metabolite,GRMZM2G159082,5
Germinating Shoot,Metabolite,GRMZM2G167824,6
Germinating Shoot,Metabolite,GRMZM2G169080,4
Germinating Shoot,Metabolite,GRMZM2G172320,4
Germinating Shoot,Metabolite,GRMZM2G179002,38
Germinating Shoot,Metabolite,GRMZM2G306597,16
Germinating Shoot,Metabolite,GRMZM2G308189,4
Germinating Shoot,Metabolite,GRMZM2G315769,3
Germinating Shoot,Metabolite,GRMZM2G324860,6
Germinating Shoot,Metabolite,GRMZM2G327263,14
Germinating Shoot,Metabolite,GRMZM2G335407,7
Germinating Shoot,Metabolite,GRMZM2G336908,3
Germinating Shoot,Metabolite,GRMZM2G342033,109
Germinating Shoot,Metabolite,GRMZM2G371462,7
Germinating Shoot,Metabolite,GRMZM2G375197,2
Germinating Shoot,Metabolite,GRMZM2G376265,4
Germinating Shoot,Metabolite,GRMZM2G386281,5
Germinating Shoot,Metabolite,GRMZM2G426556,9
Germinating Shoot,Metabolite,GRMZM2G468535,21
Germinating Shoot,Metabolite,GRMZM2G473925,7
Germinating Shoot,Metabolite,GRMZM2G571316,16
Germinating Shoot,Metabolite,GRMZM5G806649,4
Germinating Shoot,Metabolite,GRMZM5G812270,19
Germinating Shoot,Metabolite,GRMZM5G857930,5
Germinating Shoot,Metabolite,GRMZM5G876773,20
Germinating Shoot,Metabolite,GRMZM5G884600,6
Germinating Shoot,Metabolite,GRMZM6G161711,103
Germinating Shoot,Metabolite,GRMZM6G348677,5
Germinating Shoot,Metabolite,GRMZM6G443309,3
Germinating Shoot,Morphology,AC148152.3_FG005,4
Germinating Shoot,Morphology,AC148152.3_FG008,25
Germinating Shoot,Morphology,AC148167.6_FG001,41
Germinating Shoot,Morphology,AC194970.5_FG005,23
Germinating Shoot,Morphology,AF546187.1_FG011,4
Germinating Shoot,Morphology,GRMZM2G000674,6
Germinating Shoot,Morphology,GRMZM2G002616,5
Germinating Shoot,Morphology,GRMZM2G006377,16
Germinating Shoot,Morphology,GRMZM2G007120,6
Germinating Shoot,Morphology,GRMZM2G009097,8
Germinating Shoot,Morphology,GRMZM2G013318,2
Germinating Shoot,Morphology,GRMZM2G013634,3
Germinating Shoot,Morphology,GRMZM2G019090,26
Germinating Shoot,Morphology,GRMZM2G028834,5
Germinating Shoot,Morphology,GRMZM2G029101,2
Germinating Shoot,Morphology,GRMZM2G032977,9
Germinating Shoot,Morphology,GRMZM2G037152,1
Germinating Shoot,Morphology,GRMZM2G037627,86
Germinating Shoot,Morphology,GRMZM2G039278,4
Germinating Shoot,Morphology,GRMZM2G044354,29
Germinating Shoot,Morphology,GRMZM2G045404,33
Germinating Shoot,Morphology,GRMZM2G047365,28
Germinating Shoot,Morphology,GRMZM2G059117,7
Germinating Shoot,Morphology,GRMZM2G060027,2
Germinating Shoot,Morphology,GRMZM2G063511,2
Germinating Shoot,Morphology,GRMZM2G065496,30
Germinating Shoot,Morphology,GRMZM2G074871,5
Germinating Shoot,Morphology,GRMZM2G075624,21
Germinating Shoot,Morphology,GRMZM2G079682,9
Germinating Shoot,Morphology,GRMZM2G083301,3
Germinating Shoot,Morphology,GRMZM2G090262,20
Germinating Shoot,Morphology,GRMZM2G093902,2
Germinating Shoot,Morphology,GRMZM2G100084,15
Germinating Shoot,Morphology,GRMZM2G100881,4
Germinating Shoot,Morphology,GRMZM2G105652,8
Germinating Shoot,Morphology,GRMZM2G121543,2
Germinating Shoot,Morphology,GRMZM2G122108,25
Germinating Shoot,Morphology,GRMZM2G133262,12
Germinating Shoot,Morphology,GRMZM2G134439,5
Germinating Shoot,Morphology,GRMZM2G135354,5
Germinating Shoot,Morphology,GRMZM2G135960,4
Germinating Shoot,Morphology,GRMZM2G138496,73
Germinating Shoot,Morphology,GRMZM2G143886,28
Germinating Shoot,Morphology,GRMZM2G146041,2
Germinating Shoot,Morphology,GRMZM2G147619,8
Germinating Shoot,Morphology,GRMZM2G150280,1
Germinating Shoot,Morphology,GRMZM2G152105,46
Germinating Shoot,Morphology,GRMZM2G155317,7
Germinating Shoot,Morphology,GRMZM2G158647,4
Germinating Shoot,Morphology,GRMZM2G162316,6
Germinating Shoot,Morphology,GRMZM2G164085,6
Germinating Shoot,Morphology,GRMZM2G167872,12
Germinating Shoot,Morphology,GRMZM2G171311,7
Germinating Shoot,Morphology,GRMZM2G171650,16
Germinating Shoot,Morphology,GRMZM2G173413,4
Germinating Shoot,Morphology,GRMZM2G181505,6
Germinating Shoot,Morphology,GRMZM2G306781,3
Germinating Shoot,Morphology,GRMZM2G315902,5
Germinating Shoot,Morphology,GRMZM2G328742,29
Germinating Shoot,Morphology,GRMZM2G331250,12
Germinating Shoot,Morphology,GRMZM2G358311,2
Germinating Shoot,Morphology,GRMZM2G400602,3
Germinating Shoot,Morphology,GRMZM2G425920,18
Germinating Shoot,Morphology,GRMZM2G579432,3
Germinating Shoot,Morphology,GRMZM2G704347,39
Germinating Shoot,Morphology,GRMZM5G811674,59
Germinating Shoot,Morphology,GRMZM5G856598,4
Germinating Shoot,Morphology,GRMZM5G860498,3
Germinating Shoot,Morphology,GRMZM5G873277,6
Kernels after pollination,Metabolite,AC148167.6_FG001,2
Kernels after pollination,Metabolite,AC149818.2_FG006,16
Kernels after pollination,Metabolite,AC208337.2_FG003,40
Kernels after pollination,Metabolite,GRMZM2G007063,7
Kernels after pollination,Metabolite,GRMZM2G011523,12
Kernels after pollination,Metabolite,GRMZM2G011553,3
Kernels after pollination,Metabolite,GRMZM2G016890,18
Kernels after pollination,Metabolite,GRMZM2G017550,16
Kernels after pollination,Metabolite,GRMZM2G021777,5
Kernels after pollination,Metabolite,GRMZM2G023068,6
Kernels after pollination,Metabolite,GRMZM2G023858,3
Kernels after pollination,Metabolite,GRMZM2G028721,5
Kernels after pollination,Metabolite,GRMZM2G030293,13
Kernels after pollination,Metabolite,GRMZM2G030384,5
Kernels after pollination,Metabolite,GRMZM2G034511,5
Kernels after pollination,Metabolite,GRMZM2G037015,3
Kernels after pollination,Metabolite,GRMZM2G039542,13
Kernels after pollination,Metabolite,GRMZM2G046086,26
Kernels after pollination,Metabolite,GRMZM2G046782,6
Kernels after pollination,Metabolite,GRMZM2G047299,109
Kernels after pollination,Metabolite,GRMZM2G050730,2
Kernels after pollination,Metabolite,GRMZM2G056403,1
Kernels after pollination,Metabolite,GRMZM2G057006,4
Kernels after pollination,Metabolite,GRMZM2G059393,6
Kernels after pollination,Metabolite,GRMZM2G060170,2
Kernels after pollination,Metabolite,GRMZM2G066636,26
Kernels after pollination,Metabolite,GRMZM2G077293,8
Kernels after pollination,Metabolite,GRMZM2G078779,22
Kernels after pollination,Metabolite,GRMZM2G078820,10
Kernels after pollination,Metabolite,GRMZM2G079632,3
Kernels after pollination,Metabolite,GRMZM2G082181,25
Kernels after pollination,Metabolite,GRMZM2G083262,1
Kernels after pollination,Metabolite,GRMZM2G100858,11
Kernels after pollination,Metabolite,GRMZM2G110881,2
Kernels after pollination,Metabolite,GRMZM2G111529,13
Kernels after pollination,Metabolite,GRMZM2G114888,4
Kernels after pollination,Metabolite,GRMZM2G115598,118
Kernels after pollination,Metabolite,GRMZM2G127548,42
Kernels after pollination,Metabolite,GRMZM2G130425,4
Kernels after pollination,Metabolite,GRMZM2G134749,4
Kernels after pollination,Metabolite,GRMZM2G135568,28
Kernels after pollination,Metabolite,GRMZM2G144674,9
Kernels after pollination,Metabolite,GRMZM2G149700,95
Kernels after pollination,Metabolite,GRMZM2G151529,3
Kernels after pollination,Metabolite,GRMZM2G154316,12
Kernels after pollination,Metabolite,GRMZM2G154839,8
Kernels after pollination,Metabolite,GRMZM2G158261,3
Kernels after pollination,Metabolite,GRMZM2G160996,8
Kernels after pollination,Metabolite,GRMZM2G161377,3
Kernels after pollination,Metabolite,GRMZM2G163683,2
Kernels after pollination,Metabolite,GRMZM2G167243,10
Kernels after pollination,Metabolite,GRMZM2G169152,50
Kernels after pollination,Metabolite,GRMZM2G170338,4
Kernels after pollination,Metabolite,GRMZM2G171662,5
Kernels after pollination,Metabolite,GRMZM2G174099,3
Kernels after pollination,Metabolite,GRMZM2G174568,19
Kernels after pollination,Metabolite,GRMZM2G174736,5
Kernels after pollination,Metabolite,GRMZM2G306597,5
Kernels after pollination,Metabolite,GRMZM2G311898,14
Kernels after pollination,Metabolite,GRMZM2G338809,5
Kernels after pollination,Metabolite,GRMZM2G348846,11
Kernels after pollination,Metabolite,GRMZM2G354834,25
Kernels after pollination,Metabolite,GRMZM2G362470,9
Kernels after pollination,Metabolite,GRMZM2G400169,3
Kernels after pollination,Metabolite,GRMZM2G406099,4
Kernels after pollination,Metabolite,GRMZM2G434514,1
Kernels after pollination,Metabolite,GRMZM2G700788,22
Kernels after pollination,Metabolite,GRMZM5G812270,16
Kernels after pollination,Metabolite,GRMZM5G839924,2
Kernels after pollination,Metabolite,GRMZM5G842695,7
Kernels after pollination,Metabolite,GRMZM6G370842,7
Kernels after pollination,Morphology,AC149475.2_FG003,11
Kernels after pollination,Morphology,AC149818.2_FG005,166
Kernels after pollination,Morphology,AC209374.4_FG002,3
Kernels after pollination,Morphology,AC226248.1_FG002,5
Kernels after pollination,Morphology,GRMZM2G003033,6
Kernels after pollination,Morphology,GRMZM2G006953,4
Kernels after pollination,Morphology,GRMZM2G009282,15
Kernels after pollination,Morphology,GRMZM2G009804,4
Kernels after pollination,Morphology,GRMZM2G013201,25
Kernels after pollination,Morphology,GRMZM2G013546,48
Kernels after pollination,Morphology,GRMZM2G015127,25
Kernels after pollination,Morphology,GRMZM2G018573,3
Kernels after pollination,Morphology,GRMZM2G023049,5
Kernels after pollination,Morphology,GRMZM2G023105,3
Kernels after pollination,Morphology,GRMZM2G028438,25
Kernels after pollination,Morphology,GRMZM2G029713,3
Kernels after pollination,Morphology,GRMZM2G042245,28
Kernels after pollination,Morphology,GRMZM2G043095,7
Kernels after pollination,Morphology,GRMZM2G044493,22
Kernels after pollination,Morphology,GRMZM2G045753,24
Kernels after pollination,Morphology,GRMZM2G049190,35
Kernels after pollination,Morphology,GRMZM2G058451,21
Kernels after pollination,Morphology,GRMZM2G060690,32
Kernels after pollination,Morphology,GRMZM2G061885,5
Kernels after pollination,Morphology,GRMZM2G065284,82
Kernels after pollination,Morphology,GRMZM2G069260,17
Kernels after pollination,Morphology,GRMZM2G071468,24
Kernels after pollination,Morphology,GRMZM2G082180,8
Kernels after pollination,Morphology,GRMZM2G082185,21
Kernels after pollination,Morphology,GRMZM2G083427,15
Kernels after pollination,Morphology,GRMZM2G086750,4
Kernels after pollination,Morphology,GRMZM2G089491,4
Kernels after pollination,Morphology,GRMZM2G091435,9
Kernels after pollination,Morphology,GRMZM2G099207,4
Kernels after pollination,Morphology,GRMZM2G111713,11
Kernels after pollination,Morphology,GRMZM2G114172,8
Kernels after pollination,Morphology,GRMZM2G117230,12
Kernels after pollination,Morphology,GRMZM2G117746,14
Kernels after pollination,Morphology,GRMZM2G119272,110
Kernels after pollination,Morphology,GRMZM2G125812,10
Kernels after pollination,Morphology,GRMZM2G131155,6
Kernels after pollination,Morphology,GRMZM2G132251,1
Kernels after pollination,Morphology,GRMZM2G136635,6
Kernels after pollination,Morphology,GRMZM2G144028,5
Kernels after pollination,Morphology,GRMZM2G146028,8
Kernels after pollination,Morphology,GRMZM2G150264,1
Kernels after pollination,Morphology,GRMZM2G150484,6
Kernels after pollination,Morphology,GRMZM2G157616,14
Kernels after pollination,Morphology,GRMZM2G167686,8
Kernels after pollination,Morphology,GRMZM2G171961,27
Kernels after pollination,Morphology,GRMZM2G175989,16
Kernels after pollination,Morphology,GRMZM2G180458,1
Kernels after pollination,Morphology,GRMZM2G181227,9
Kernels after pollination,Morphology,GRMZM2G308503,5
Kernels after pollination,Morphology,GRMZM2G361693,7
Kernels after pollination,Morphology,GRMZM2G403162,118
Kernels after pollination,Morphology,GRMZM2G468132,4
Kernels after pollination,Morphology,GRMZM5G816110,5
Leaf 3 base,Metabolite,AC148152.3_FG005,85
Leaf 3 base,Metabolite,AC148167.6_FG001,24
Leaf 3 base,Metabolite,AC203570.4_FG005,8
Leaf 3 base,Metabolite,AC208031.3_FG002,28
Leaf 3 base,Metabolite,AC210003.2_FG015,34
Leaf 3 base,Metabolite,GRMZM2G003409,21
Leaf 3 base,Metabolite,GRMZM2G005187,6
Leaf 3 base,Metabolite,GRMZM2G005365,5
