id,e2m,m2y,e2m2y,padj,coef,file,method,tissue,trait
GRMZM5G837754,1.61520252561449e-24,0.117770232802342,0.117770232802342,1,0.0309401198258401,res.eq_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.eq,Kern,Kernelwidth
GRMZM2G095968,2.69236412518918e-35,0.203662985917861,0.203662985917861,1,-0.0270500008095034,res.eq_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.eq,Kern,Kernelwidth
GRMZM2G159193,3.22844885957402e-24,0.201772409922191,0.201772409922191,1,-0.0264473198731102,res.eq_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.eq,Kern,Kernelwidth
GRMZM2G024563,2.80565170249006e-20,0.415795015315562,0.415795015315562,0.415795015315562,-0.0865754465114327,res.eq_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.eq,Kern,Kernernumberperrow
GRMZM2G127224,5.84244514147881e-26,0.0102478314735233,0.0102478314735233,0.0307434944205698,-0.281472056536148,res.eq_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.eq,Kern,Kernernumberperrow
GRMZM2G035820,9.40491207555201e-26,0.0110583052904187,0.0110583052904187,0.0307434944205698,0.267213474555529,res.eq_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.eq,Kern,Kernernumberperrow
GRMZM2G024563,2.80565170249006e-20,0.119158963842796,0.119158963842796,0.119158963842796,0.032140719100612,res.eq_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.eq,Kern,Leafnumberaboveear
GRMZM5G891430,7.45057031153446e-21,0.00148910166982774,0.00148910166982774,0.00446730500948322,-0.0657395606816553,res.eq_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.eq,Kern,Leafnumberaboveear
GRMZM2G049790,5.53791615728037e-36,0.00305212656634435,0.00305212656634435,0.0061042531326887,0.060455977572772,res.eq_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.eq,Kern,Leafnumberaboveear
GRMZM2G024563,2.80565170249006e-20,0.0984835603685654,0.0984835603685654,1,0.217051841912736,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G097827,1.32746129480848e-19,0.985836542335462,0.985836542335462,1,0.00233636457302317,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G030880,1.46733578479288e-27,0.367382518848572,0.367382518848572,1,0.138837431786086,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G114444,1.45243509242546e-25,0.936860187787257,0.936860187787257,1,-0.0123091544287714,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G081214,7.28883981356137e-31,0.503085498022835,0.503085498022835,1,0.084230481025265,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM5G896260,2.35096523364158e-24,0.455494789669763,0.455494789669763,1,0.085659548430789,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G071664,8.73753281807859e-24,0.233587261997862,0.233587261997862,1,0.156635233300477,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G178079,3.28750124178123e-27,0.00047461038216734,0.00047461038216734,0.0094922076433468,-0.439827866699028,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G119642,4.07145444775414e-37,0.00944961984545944,0.00944961984545944,0.179542777063729,0.323976271350953,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G070138,1.71056197865379e-25,0.586625896666702,0.586625896666702,1,-0.0950609999158975,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G420882,1.10949345006083e-26,0.204622404949854,0.204622404949854,1,0.162411581697357,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G034389,6.89596151142888e-27,0.409466487746838,0.409466487746838,1,0.109467703958959,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G347488,8.60256924937008e-35,0.0395130124458551,0.0395130124458551,0.671721211579538,0.262574100864226,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G136266,7.04991873298392e-31,0.329254633011274,0.329254633011274,1,0.138138618383768,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G051135,2.30278666445558e-23,0.168901378767627,0.168901378767627,1,0.193532696703898,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G118919,3.61164673593899e-31,9.10585183282464e-05,9.10585183282464e-05,0.00191222888489317,-0.462128002342107,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G104076,4.35647564475573e-31,0.0428856342281454,0.0428856342281454,0.686170147650326,0.274819469582304,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G035749,1.20520008239966e-30,0.743272592379777,0.743272592379777,1,0.0455655869953582,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G443291,1.00569521889095e-26,0.397914832732102,0.397914832732102,1,0.118600497934363,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G179679,2.92792765537667e-25,0.103832440046084,0.103832440046084,1,0.224419560375573,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G031354,1.4137680064991e-39,0.0145958411011258,0.0145958411011258,0.262725139820264,0.284725421368053,res.eq_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.eq,Kern,Pollenshed
GRMZM2G024563,2.80565170249006e-20,0.0207721401084879,0.0207721401084879,0.124632840650928,0.286960151424527,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G097827,1.32746129480848e-19,0.207641115454402,0.207641115454402,0.830564461817607,0.1780514440945,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G030880,1.46733578479288e-27,0.000782266820369415,0.000782266820369415,0.00782266820369415,0.438712992289684,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G178079,3.28750124178123e-27,0.0114283524535226,0.0114283524535226,0.0799984671746581,-0.311935709267641,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G420882,1.10949345006083e-26,0.00455478485974203,0.00455478485974203,0.0364382788779363,0.340886379702698,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G000932,2.6790839567572e-28,0.443552039303322,0.443552039303322,1,0.0998833360953054,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G136266,7.04991873298392e-31,0.535225279759318,0.535225279759318,1,0.0839325730078026,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G051135,2.30278666445558e-23,0.00333959984280074,0.00333959984280074,0.0300563985852067,0.405846981348171,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G104076,4.35647564475573e-31,0.0269509281277451,0.0269509281277451,0.134754640638726,0.279089169673207,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G011006,3.95610875121042e-31,0.700770411186861,0.700770411186861,1,0.0544102008450199,res.eq_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.eq,Kern,Silkingtime
GRMZM2G024563,2.80565170249006e-20,0.236183850078871,0.236183850078871,0.236183850078871,0.143575460315656,res.eq_mediator_P368.Tasselbranchnumber_ts_P368.Kern.csv,res.eq,Kern,Tasselbranchnumber
GRMZM2G154007,4.26602156697614e-33,0.00196148725283796,0.00196148725283796,0.00392297450567591,-0.372986557179417,res.eq_mediator_P368.Tasselbranchnumber_ts_P368.Kern.csv,res.eq,Kern,Tasselbranchnumber
GRMZM2G028366,2.29445626723289e-22,0.0324245801227268,0.0324245801227268,0.0648491602454535,0.234026126209459,res.eq_mediator_P368.Tasselmainaxislength_ts_P368.Kern.csv,res.eq,Kern,Tasselmainaxislength
GRMZM2G427090,2.32115010542516e-41,0.271608848715774,0.271608848715774,0.271608848715774,-0.12557803173927,res.eq_mediator_P368.Tasselmainaxislength_ts_P368.Kern.csv,res.eq,Kern,Tasselmainaxislength
AC190609.3_FG004,1.5264889921389e-27,0.0118726601873025,0.0118726601873025,0.0474906407492099,-0.272573941754174,res.eq_mediator_P368.Tasselmainaxislength_ts_P368.Kern.csv,res.eq,Kern,Tasselmainaxislength
GRMZM2G425638,3.96740143757181e-24,0.0144983000227747,0.0144983000227747,0.0474906407492099,0.256787268206097,res.eq_mediator_P368.Tasselmainaxislength_ts_P368.Kern.csv,res.eq,Kern,Tasselmainaxislength
GRMZM2G024563,1.31892651711267e-20,0.00392020065452225,0.00392020065452225,0.00392020065452225,0.256495287528421,res.fixed_mediator_P368.100grainweight_ts_P368.Kern.csv,res.fixed,Kern,100grainweight
AC205376.4_FG003,8.5574322264844e-29,0.0469140958432315,0.0469140958432315,0.187656383372926,0.0172828922264207,res.fixed_mediator_P368.Cobdiameter_ts_P368.Kern.csv,res.fixed,Kern,Cobdiameter
GRMZM2G449950,3.54948062251722e-26,0.455138756267759,0.455138756267759,0.455138756267759,0.00718864833732038,res.fixed_mediator_P368.Cobdiameter_ts_P368.Kern.csv,res.fixed,Kern,Cobdiameter
GRMZM2G136495,3.18134208909204e-31,0.0631309873014077,0.0631309873014077,0.189392961904223,-0.0166058438851159,res.fixed_mediator_P368.Cobdiameter_ts_P368.Kern.csv,res.fixed,Kern,Cobdiameter
GRMZM2G153823,1.80758462847635e-36,0.0945684141477157,0.0945684141477157,0.189392961904223,0.0149624460303413,res.fixed_mediator_P368.Cobdiameter_ts_P368.Kern.csv,res.fixed,Kern,Cobdiameter
GRMZM2G019363,9.63869022360891e-28,0.00221889803657827,0.00221889803657827,0.0110944901828913,0.0302559996754916,res.fixed_mediator_P368.Cobdiameter_ts_P368.Kern.csv,res.fixed,Kern,Cobdiameter
GRMZM5G809265,7.30657520971561e-26,0.756822996291327,0.756822996291327,0.756822996291327,0.0421816394918354,res.fixed_mediator_P368.cobweight_ts_P368.Kern.csv,res.fixed,Kern,cobweight
GRMZM2G431573,1.56859642824289e-34,0.108382815012159,0.108382815012159,0.216765630024319,-0.204918050954485,res.fixed_mediator_P368.cobweight_ts_P368.Kern.csv,res.fixed,Kern,cobweight
GRMZM2G329229,2.3502252244643e-27,0.000214948997985021,0.000214948997985021,0.000859795991940082,0.483571869628902,res.fixed_mediator_P368.cobweight_ts_P368.Kern.csv,res.fixed,Kern,cobweight
GRMZM2G019363,1.43640329300279e-27,0.00804108022027639,0.00804108022027639,0.0241232406608292,0.387690677307847,res.fixed_mediator_P368.cobweight_ts_P368.Kern.csv,res.fixed,Kern,cobweight
AC205376.4_FG003,8.5574322264844e-29,0.199220309544939,0.199220309544939,0.199220309544939,0.0149188420693975,res.fixed_mediator_P368.Eardiameter_ts_P368.Kern.csv,res.fixed,Kern,Eardiameter
GRMZM2G024563,2.80565170249006e-20,0.59284785087052,0.59284785087052,0.59284785087052,0.240210480573241,res.fixed_mediator_P368.Earheight_ts_P368.Kern.csv,res.fixed,Kern,Earheight
AC205376.4_FG003,8.5574322264844e-29,0.206348987795576,0.206348987795576,0.206348987795576,0.295500413001561,res.fixed_mediator_P368.Earleaflength_ts_P368.Kern.csv,res.fixed,Kern,Earleaflength
GRMZM2G139123,2.70859501637071e-34,1.06591332871275e-07,1.06591332871275e-07,2.13182665742551e-07,1.24345723255709,res.fixed_mediator_P368.Earleaflength_ts_P368.Kern.csv,res.fixed,Kern,Earleaflength
GRMZM2G024563,2.80565170249006e-20,9.48377982719073e-05,9.48377982719073e-05,9.48377982719073e-05,0.118826458920392,res.fixed_mediator_P368.Earleafwidth_ts_P368.Kern.csv,res.fixed,Kern,Earleafwidth
AC205376.4_FG003,8.5574322264844e-29,0.000277326463195227,0.000277326463195227,0.000277326463195227,0.177601995773786,res.fixed_mediator_P368.Earlength_ts_P368.Kern.csv,res.fixed,Kern,Earlength
GRMZM2G024563,2.80565170249006e-20,0.00318938116909173,0.00318938116909173,0.0159469058454587,0.326429434316736,res.fixed_mediator_P368.Headingdate_ts_P368.Kern.csv,res.fixed,Kern,Headingdate
GRMZM2G097827,1.32746129480848e-19,0.796700752999473,0.796700752999473,1,0.035900969852013,res.fixed_mediator_P368.Headingdate_ts_P368.Kern.csv,res.fixed,Kern,Headingdate
GRMZM2G030880,1.46733578479288e-27,0.00186623559686128,0.00186623559686128,0.0111974135811677,0.399339259376676,res.fixed_mediator_P368.Headingdate_ts_P368.Kern.csv,res.fixed,Kern,Headingdate
GRMZM2G114444,1.45243509242546e-25,0.0277910597447382,0.0277910597447382,0.111164238978953,0.293461841300958,res.fixed_mediator_P368.Headingdate_ts_P368.Kern.csv,res.fixed,Kern,Headingdate
GRMZM2G069807,4.57563664351703e-28,0.245995790259335,0.245995790259335,0.737987370778004,0.16224226071648,res.fixed_mediator_P368.Headingdate_ts_P368.Kern.csv,res.fixed,Kern,Headingdate
GRMZM2G035928,1.28709213574693e-26,0.630978453699839,0.630978453699839,1,0.0713496575773554,res.fixed_mediator_P368.Headingdate_ts_P368.Kern.csv,res.fixed,Kern,Headingdate
GRMZM2G024563,7.82636228188222e-20,0.0385480322449752,0.0385480322449752,0.115644096734925,0.0445795663934459,res.fixed_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.fixed,Kern,Kernelwidth
GRMZM2G148144,2.4606010186336e-26,0.00026280329624484,0.00026280329624484,0.00148226011805841,-0.0754615542889519,res.fixed_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.fixed,Kern,Kernelwidth
GRMZM2G054916,2.40869209784259e-27,0.123085837585296,0.123085837585296,0.123085837585296,-0.0369924404567575,res.fixed_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.fixed,Kern,Kernelwidth
GRMZM2G366803,9.22717313605484e-28,0.00761559449773697,0.00761559449773697,0.0304623779909479,0.0549245526150517,res.fixed_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.fixed,Kern,Kernelwidth
GRMZM2G136262,3.06887719857437e-28,0.000247043353009735,0.000247043353009735,0.00148226011805841,-0.0793268201657605,res.fixed_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.fixed,Kern,Kernelwidth
GRMZM2G159193,3.22844885957402e-24,0.059397031490591,0.059397031490591,0.118794062981182,-0.042293310112732,res.fixed_mediator_P368.Kernelwidth_ts_P368.Kern.csv,res.fixed,Kern,Kernelwidth
GRMZM2G024563,2.80565170249006e-20,0.596861974657584,0.596861974657584,1,-0.0564101411555446,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
AC214040.3_FG009,7.55985529554447e-28,0.000363103911689366,0.000363103911689366,0.00290483129351493,-0.36340666488992,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
GRMZM2G068519,2.49137642252073e-25,0.00141810056401837,0.00141810056401837,0.00992670394812856,0.351737481783148,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
GRMZM2G175799,1.49161185167049e-29,0.405936960611707,0.405936960611707,1,0.0912444263723226,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
GRMZM2G127224,5.84244514147881e-26,0.10029445220256,0.10029445220256,0.40117780881024,-0.181656125399729,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
AC209080.3_FG004,2.76936224459571e-29,0.009004843285082,0.009004843285082,0.054029059710492,0.278169505066259,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
GRMZM2G035820,9.40491207555201e-26,0.0173013951713192,0.0173013951713192,0.0865069758565962,0.251059518252071,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
AF546187.1_FG007,4.29768394026107e-40,0.746791276612576,0.746791276612576,1,-0.0343905525825358,res.fixed_mediator_P368.Kernernumberperrow_ts_P368.Kern.csv,res.fixed,Kern,Kernernumberperrow
GRMZM2G024563,2.80565170249006e-20,0.0762652853921493,0.0762652853921493,0.152530570784299,0.0408843879804528,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM2G152774,4.35295832355381e-35,0.0139785422408152,0.0139785422408152,0.0419356267224456,-0.0523626316781154,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM2G440918,2.93925317238341e-30,0.163195069963734,0.163195069963734,0.163195069963734,-0.0314360186547977,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM5G891430,7.45057031153446e-21,0.00774588726793035,0.00774588726793035,0.0366909034392737,-0.0556035615359461,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM2G157310,5.63114300602149e-34,4.49860396829482e-05,4.49860396829482e-05,0.000314902277780638,-0.0896634818524087,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM2G117804,2.17153868547152e-25,0.000332127104692326,0.000332127104692326,0.00199276262815395,0.085580188955684,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM2G049790,5.53791615728037e-36,0.00733818068785475,0.00733818068785475,0.0366909034392737,0.0572648539334742,res.fixed_mediator_P368.Leafnumberaboveear_ts_P368.Kern.csv,res.fixed,Kern,Leafnumberaboveear
GRMZM2G024563,2.80565170249006e-20,0.000168850746725013,0.000168850746725013,0.000675402986900053,0.403356812116886,res.fixed_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.fixed,Kern,Pollenshed
GRMZM2G030880,1.46733578479288e-27,0.0071893475141962,0.0071893475141962,0.0143786950283924,0.308666202698767,res.fixed_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.fixed,Kern,Pollenshed
GRMZM2G114444,1.45243509242546e-25,0.00109644201508585,0.00109644201508585,0.00328932604525756,0.376835578336173,res.fixed_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.fixed,Kern,Pollenshed
GRMZM2G420882,1.10949345006083e-26,0.0218742575162754,0.0218742575162754,0.0218742575162754,0.260831114513882,res.fixed_mediator_P368.Pollenshed_ts_P368.Kern.csv,res.fixed,Kern,Pollenshed
GRMZM2G024563,2.80565170249006e-20,3.48537729100151e-06,3.48537729100151e-06,6.97075458200303e-06,0.493595645514416,res.fixed_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.fixed,Kern,Silkingtime
GRMZM2G030880,1.46733578479288e-27,1.90288580448339e-08,1.90288580448339e-08,5.70865741345017e-08,0.613757923360381,res.fixed_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.fixed,Kern,Silkingtime
GRMZM2G420882,1.10949345006083e-26,0.00136307457837193,0.00136307457837193,0.00136307457837193,0.349936654160299,res.fixed_mediator_P368.Silkingtime_ts_P368.Kern.csv,res.fixed,Kern,Silkingtime
GRMZM2G024563,2.80565170249006e-20,0.324928265051615,0.324928265051615,0.324928265051615,0.121074540415582,res.fixed_mediator_P368.Tasselbranchnumber_ts_P368.Kern.csv,res.fixed,Kern,Tasselbranchnumber
GRMZM2G028366,2.29445626723289e-22,0.0799047234531261,0.0799047234531261,0.0799047234531261,0.194454484102984,res.fixed_mediator_P368.Tasselmainaxislength_ts_P368.Kern.csv,res.fixed,Kern,Tasselmainaxislength
